prime,target,condition,thisN,thisTrialN,thisRepN,prResponse.keys,prResponse.rt,prResponse.duration,response.keys,response.rt,response.duration,prTrials.thisRepN,prTrials.thisTrialN,prTrials.thisN,prTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instructions2Disp.started,key_resp_2.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions2.started,text.started,key_resp_3.started,instructions2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions3.started,text_2.started,key_resp_4.started,instructions3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions4.started,text_3.started,key_resp_5.started,instructions4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,instructions5.started,text_4.started,key_resp_6.started,instructions5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,instructions6.started,text_5.started,key_resp_7.started,instructions6.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,instructions7.started,text_6.started,key_resp_8.started,instructions7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,instructions8.started,text_7.started,key_resp_9.started,instructions8.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,prFixation.started,prFixationDisp.started,prFixationDisp.stopped,prFixation.stopped,prPrime.started,prPrimeDisp.started,prPrimeDisp.stopped,prPrime.stopped,prTarget.started,prTargetDisp.started,prResponse.started,prTarget.stopped,prTrials.prResponse.keys,prTrials.prResponse.rt,prTrials.prResponse.duration,ready.started,readyDisp.started,key_resp.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation.started,fixationDisp.started,fixationDisp.stopped,fixation.stopped,expPrime.started,primeDisp.started,primeDisp.stopped,expPrime.stopped,expTarget.started,targetDisp.started,response.started,expTarget.stopped,trials.response.keys,trials.response.rt,trials.response.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
memorize,vocabulary word ,wrd,2,2,0,j,0.5614298328291625,None,,,,0,2,2,3,,,,,9.560686624841765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.554478541947901,10.050803167046979,11.038876541890204,11.035171249881387,11.03632695786655,11.050863874843344,11.540474208071828,11.535589708015323,11.537782457889989,11.550817624898627,11.550817624898627,12.121297833044082,j,0.5614298328291625,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
celebration,trammick ,non,3,3,0,f,0.6334573749918491,None,,,,0,3,3,1,,,,,12.127846291987225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.121541250031441,12.618343999842182,13.609709999989718,13.603694832883775,13.606184416916221,13.617257124977186,14.109199207974598,14.103637458058074,14.105729874921963,14.11804262502119,14.11804262502119,14.754020416876301,f,0.6334573749918491,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
town,grape ,wrd,4,4,0,j,0.5969575410708785,None,,,,0,4,4,7,,,,,14.760088207898661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.754243792034686,15.251529374858364,16.24319970794022,16.237430499866605,16.239647957962006,16.250458041904494,16.742930582957342,16.737380707869306,16.7394749999512,16.75056212488562,16.75056212488562,17.35513695795089,j,0.5969575410708785,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
conference,strenger ,non,5,5,0,f,0.8465248739812523,None,,,,0,5,5,4,,,,,17.361632499843836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.355366499861702,17.851404207991436,18.84259229199961,18.836948457872495,18.839101667050272,18.851431666873395,19.34287991700694,19.337350917048752,19.33937762491405,19.35048483288847,19.35048483288847,20.204954416956753,f,0.8465248739812523,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
effect,country ,wrd,6,6,0,j,0.5761079990770668,None,,,,0,6,6,2,,,,,20.21138041699305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2052145418711,20.70145699987188,21.6927320829127,21.686896292027086,21.689301792066544,21.700614457949996,22.192579499911517,22.186832332983613,22.18893829197623,22.20086320792325,22.20086320792325,22.78741537500173,j,0.5761079990770668,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
rent,sunkay ,non,7,7,0,f,0.7072917078621686,None,,,,0,7,7,6,,,,,22.793604749953374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.787633124971762,23.28470908291638,24.27591924997978,24.270521000027657,24.272474207915366,24.283883791882545,24.775711041875184,24.770118957851082,24.772302124882117,24.784297249978408,24.784297249978408,25.49335466697812,f,0.7072917078621686,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
schoolwork,comb ,wrd,8,8,0,j,0.688889707904309,None,,,,0,8,8,0,,,,,25.500366542022675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.493592999875546,25.990990582853556,26.984561457997188,26.97564437496476,26.97799895796925,26.99044437496923,27.484104624949396,27.476392374839634,27.478428666945547,27.489016291918233,27.489016291918233,28.187505499925464,j,0.688889707904309,None,,,,,,,,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.187654125038534,28.19471470802091,28.19471470802091,28.95996587490663,space,0.7628317908383906,None,,,,,,,,,,,,,,,,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
naughty,mischief ,A,0,0,0,,,,j,0.980978624895215,None,,,,,0,0,0,0,28.978300167014822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.97360899997875,29.45813124999404,30.4597549168393,30.453234042041004,30.45559887494892,30.4597549168393,30.960599374957383,30.95390041684732,30.956352457869798,30.960599374957383,30.960599374957383,31.94322899985127,j,0.980978624895215,None,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
injured,stretcher ,B,1,1,0,,,,j,0.8383930409327149,None,,,,,0,1,1,31,31.95020562503487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94346695789136,32.44034633296542,33.43456374993548,33.42577408300713,33.42801145790145,33.44049458298832,33.93355720792897,33.926631666952744,33.928983291843906,33.939570291899145,33.939570291899145,34.78730795788579,j,0.8383930409327149,None,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
fight,cressfass ,n,2,2,0,,,,f,0.5891413749195635,None,,,,,0,2,2,47,34.79391670785844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.787558750016615,35.28459191694856,36.276033957954496,36.27008649986237,36.272558083059266,36.283613374922425,36.77623312501237,36.7704776248429,36.77271666703746,36.783607749966905,36.783607749966905,37.376795707968995,f,0.5891413749195635,None,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
affair,clean ,B,3,3,0,,,,j,0.5338803331833333,None,,,,,0,3,3,40,37.38355579203926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.377015667036176,37.874179624952376,38.86787945800461,38.85866912500933,38.86089974991046,38.873844207962975,39.36782166687772,39.358859417028725,39.360676208045334,39.37289133295417,39.37289133295417,39.910383332986385,j,0.5338803331833333,None,568121,001,2025-09-06_15h13.13.334,English1-LDT,2024.2.4,None,2025-09-06 15h13.21.765994 +0800,
physiology,scriping ,n,4,4,0,,,,,,,,,,,0,4,4,55,39.91706791706383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9106223329436,40.40687433304265,41.400129166897386,41.393103417009115,41.39571258286014,41.40648308303207,,,,,,,,,,,,,,,,,
